clip_id,agreement_rate,mean_confidence,majority_label
video10_103_person13,0.666667,0.7407787640889486,Engage
video10_103_person2,0.5,0.6539262135823568,Disengage
video10_109_person0,0.666667,0.6530528912941614,Engage
video10_110_person12,0.833333,0.5627102752526602,Engage
video10_110_person19,0.666667,0.6255092869202296,Disengage
video10_110_person27,0.666667,0.6148084898789724,Disengage
video10_111_person11,0.666667,0.6175572524468104,Disengage
video10_112_person27,0.666667,0.5674470663070679,Engage
video10_114_person6,0.666667,0.7562928001085917,Disengage
video10_117_person12,1.0,0.6860919793446859,Engage
video10_117_person6,0.5,0.6894019544124603,Disengage
video10_118_person17,0.5,0.6435064772764841,Disengage
video10_11_person6,0.5,0.659281462430954,Disengage
video10_120_person1,0.666667,0.6702180703481039,Disengage
video10_121_person11,0.833333,0.9010323186715444,Highly Engage
video10_121_person6,0.5,0.7135607202847799,Disengage
video10_124_person41,0.833333,0.6157481769720713,Engage
video10_125_person10,0.666667,0.5970794210831324,Engage
video10_127_person12,0.5,0.621039499839147,Disengage
video10_12_person6,0.666667,0.6672784984111786,Disengage
video10_130_person12,0.5,0.626241609454155,Disengage
video10_131_person0,0.666667,0.6580323129892349,Disengage
video10_132_person0,0.5,0.6672486712535223,Disengage
video10_132_person17,0.5,0.7359200417995453,Disengage
video10_132_person6,0.833333,0.7372892846663793,Disengage
video10_134_person15,0.666667,0.59665447473526,Engage
video10_136_person0,0.5,0.5488224774599075,Engage
video10_138_person17,0.666667,0.6153343071540197,Disengage
video10_138_person9,0.5,0.6308159381151199,Disengage
video10_13_person15,0.666667,0.5613885720570883,Engage
video10_13_person2,0.666667,0.6386054356892904,Disengage
video10_143_person0,0.5,0.5925411581993103,Highly Engage
video10_143_person12,0.666667,0.6272484163443247,Engage
video10_143_person3,1.0,0.6487975319226583,Engage
video10_144_person6,0.666667,0.6101874560117722,Disengage
video10_145_person10,0.5,0.6444681038459142,Engage
video10_145_person15,0.5,0.5961219072341919,Engage
video10_146_person9,0.5,0.6240678330262502,Disengage
video10_15_person14,0.833333,0.5527891566356024,Engage
video10_18_person1,0.833333,0.944837749004364,Highly Engage
video10_25_person12,0.5,0.59488878150781,Engage
video10_25_person18,0.666667,0.6607163200775782,Highly Engage
video10_26_person11,0.5,0.6454290399948756,Highly Engage
video10_27_person0,1.0,0.7119101285934448,Engage
video10_28_person18,0.666667,0.6558667073647181,Engage
video10_28_person5,0.5,0.6043173571427664,Engage
video10_28_person6,0.666667,0.576391413807869,Engage
video10_29_person10,1.0,0.5956530521313349,Engage
video10_29_person14,0.666667,0.5770694116751353,Disengage
video10_29_person18,0.5,0.5588189860184988,Engage
video10_29_person6,1.0,0.6923052966594696,Engage
video10_30_person12,0.5,0.5989417682091395,Disengage
video10_30_person17,0.5,0.6634930123885473,Highly Disengage
video10_30_person26,0.333333,0.6802186866601309,Disengage
video10_30_person9,0.833333,0.7489717950423559,Disengage
video10_31_person5,0.5,0.6232482343912125,Engage
video10_32_person11,0.333333,0.6857566982507706,Disengage
video10_33_person6,0.5,0.624810645977656,Engage
video10_35_person6,0.666667,0.6069927215576172,Engage
video10_36_person27,0.666667,0.6495154649019241,Engage
video10_36_person6,0.5,0.6047830432653427,Engage
video10_37_person0,0.666667,0.6394833624362946,Disengage
video10_37_person1,1.0,0.8017013569672903,Disengage
video10_37_person6,0.5,0.5689517756303152,Engage
video10_38_person3,1.0,0.6815380603075027,Engage
video10_38_person30,0.833333,0.7145256648461024,Disengage
video10_39_person15,0.833333,0.6403823594252268,Engage
video10_39_person30,0.833333,0.6069015065828959,Engage
video10_39_person7,0.666667,0.7183981736501058,Disengage
video10_39_person9,0.833333,0.6464505245288213,Disengage
video10_3_person11,0.5,0.7156759599844614,Engage
video10_40_person17,0.833333,0.677383209268252,Disengage
video10_40_person7,0.666667,0.6506485342979431,Disengage
video10_41_person3,0.833333,0.6572243819634119,Engage
video10_42_person15,0.833333,0.7353742470343908,Disengage
video10_42_person2,0.5,0.6139859805504481,Engage
video10_42_person27,0.666667,0.6876175353924433,Engage
video10_42_person6,0.666667,0.518429160118103,Engage
video10_44_person0,0.5,0.6909768482049307,Disengage
video10_45_person10,0.5,0.5938675105571747,Highly Engage
video10_46_person11,0.666667,0.5948488861322403,Engage
video10_48_person15,0.833333,0.8869891961415609,Highly Engage
video10_48_person26,0.833333,0.7097902745008469,Disengage
video10_48_person3,1.0,0.6677535424629847,Engage
video10_48_person5,0.666667,0.6669834554195404,Highly Engage
video10_49_person17,0.5,0.6209404667218527,Disengage
video10_49_person26,0.5,0.6210260689258575,Disengage
video10_51_person0,0.666667,0.7151336918274561,Highly Disengage
video10_51_person14,0.5,0.6056206425031027,Engage
video10_51_person30,0.666667,0.5978619257609049,Disengage
video10_52_person19,0.833333,0.8338037729263306,Highly Disengage
video10_52_person27,0.666667,0.6401481876770655,Engage
video10_52_person30,0.5,0.5604900767405828,Engage
video10_53_person27,0.5,0.6517035961151123,Disengage
video10_53_person30,0.5,0.5707630217075348,Disengage
video10_54_person15,0.666667,0.5648409575223923,Disengage
video10_54_person7,0.666667,0.6870572765668234,Disengage
video10_55_person27,0.5,0.6538858513037363,Disengage
video10_59_person3,0.833333,0.6947760879993439,Engage
video10_60_person9,0.666667,0.7368758221467336,Disengage
video10_61_person10,0.666667,0.58474167684714,Engage
video10_61_person11,0.666667,0.6851287384827932,Disengage
video10_61_person13,0.5,0.6892431229352951,Engage
video10_61_person7,0.833333,0.7350256393353144,Disengage
video10_63_person2,0.5,0.6838456143935522,Disengage
video10_63_person23,0.666667,0.6319361180067062,Disengage
video10_64_person26,0.5,0.5831649402777354,Engage
video10_64_person8,0.5,0.6343682110309601,Disengage
video10_65_person0,0.833333,0.8757182757059733,Highly Disengage
video10_65_person11,0.833333,0.5904808739821116,Disengage
video10_65_person15,1.0,0.6748953511317571,Engage
video10_69_person18,1.0,0.8481978476047516,Highly Engage
video10_6_person14,0.833333,0.6189425786336263,Disengage
video10_6_person7,0.5,0.6864262074232101,Engage
video10_70_person2,0.5,0.5806041608254114,Engage
video10_70_person9,0.5,0.58010666569074,Disengage
video10_71_person15,0.666667,0.6572736303011576,Engage
