clip_id,agreement_rate,mean_confidence,majority_label
video10_103_person13,1.0,0.9358422855536143,Engage
video10_103_person2,0.5,0.6395229448874792,Disengage
video10_109_person0,0.833333,0.8074628512064616,Engage
video10_110_person12,1.0,0.7536339163780212,Engage
video10_110_person19,0.833333,0.6531927386919657,Engage
video10_110_person27,0.833333,0.7475605309009552,Engage
video10_111_person11,0.666667,0.548904538154602,Engage
video10_112_person27,0.666667,0.6706866423288981,Engage
video10_114_person6,0.333333,0.572641134262085,Engage
video10_117_person12,1.0,0.8559178709983826,Engage
video10_117_person6,1.0,0.7038192947705587,Engage
video10_118_person17,1.0,0.76569531361262,Engage
video10_11_person6,0.833333,0.6251638382673264,Engage
video10_120_person1,1.0,0.7609318892161051,Engage
video10_121_person11,0.833333,0.7457419087489446,Highly Engage
video10_121_person6,0.833333,0.7194030980269114,Engage
video10_124_person41,1.0,0.8591365019480387,Engage
video10_125_person10,1.0,0.8195385734240214,Engage
video10_127_person12,1.0,0.7134884595870972,Engage
video10_12_person6,1.0,0.6538803825775782,Engage
video10_130_person12,1.0,0.7575746575991312,Engage
video10_131_person0,0.833333,0.7245851457118988,Engage
video10_132_person0,1.0,0.8365440766016642,Engage
video10_132_person17,0.833333,0.6999648809432983,Engage
video10_132_person6,0.666667,0.6704272329807281,Disengage
video10_134_person15,1.0,0.7662953436374664,Engage
video10_136_person0,1.0,0.8035787642002106,Engage
video10_138_person17,0.833333,0.6846222082773844,Engage
video10_138_person9,1.0,0.664188931385676,Engage
video10_13_person15,1.0,0.7446604073047638,Engage
video10_13_person2,1.0,0.7253338247537613,Engage
video10_143_person0,0.833333,0.6248494585355123,Engage
video10_143_person12,1.0,0.8362396558125814,Engage
video10_143_person3,1.0,0.8902801175912222,Engage
video10_144_person6,1.0,0.7992215057214102,Engage
video10_145_person10,1.0,0.8069449663162231,Engage
video10_145_person15,1.0,0.834350715080897,Engage
video10_146_person9,0.833333,0.5853011906147003,Disengage
video10_15_person14,1.0,0.8072442015012106,Engage
video10_18_person1,0.833333,0.8274796108404795,Highly Engage
video10_25_person12,0.833333,0.5994040817022324,Engage
video10_25_person18,1.0,0.8099636336167654,Engage
video10_26_person11,0.833333,0.5929416865110397,Engage
video10_27_person0,1.0,0.9565604527791342,Engage
video10_28_person18,1.0,0.8950607279936472,Engage
video10_28_person5,1.0,0.8681235909461975,Engage
video10_28_person6,1.0,0.745750774939855,Engage
video10_29_person10,1.0,0.9193400839964548,Engage
video10_29_person14,1.0,0.683436319231987,Engage
video10_29_person18,1.0,0.7657828529675802,Engage
video10_29_person6,1.0,0.9402600725491842,Engage
video10_30_person12,1.0,0.8078751961390177,Engage
video10_30_person17,0.5,0.5955515056848526,Disengage
video10_30_person26,0.666667,0.6848978996276855,Engage
video10_30_person9,0.833333,0.598846822977066,Disengage
video10_31_person5,1.0,0.8421902457873026,Engage
video10_32_person11,0.666667,0.5893794645865759,Engage
video10_33_person6,1.0,0.6759791771570841,Engage
video10_35_person6,0.833333,0.7801501750946045,Engage
video10_36_person27,0.833333,0.6074540217717489,Engage
video10_36_person6,1.0,0.8519702951113383,Engage
video10_37_person0,0.833333,0.5846300572156906,Engage
video10_37_person1,1.0,0.844101091225942,Disengage
video10_37_person6,1.0,0.7452091972033182,Engage
video10_38_person3,1.0,0.9290829300880432,Engage
video10_38_person30,0.5,0.6084658404191335,Disengage
video10_39_person15,1.0,0.8220220804214478,Engage
video10_39_person30,1.0,0.8107539316018423,Engage
video10_39_person7,0.666667,0.788471112648646,Engage
video10_39_person9,0.833333,0.6022675683101019,Disengage
video10_3_person11,0.5,0.6196222752332687,Engage
video10_40_person17,0.666667,0.6719684700171152,Disengage
video10_40_person7,0.5,0.7093768815199534,Disengage
video10_41_person3,1.0,0.8616439004739126,Engage
video10_42_person15,1.0,0.6530557175477346,Disengage
video10_42_person2,1.0,0.8428269028663635,Engage
video10_42_person27,0.833333,0.7660534878571829,Engage
video10_42_person6,1.0,0.6430759827295939,Engage
video10_44_person0,0.833333,0.6237963636716207,Engage
video10_45_person10,1.0,0.7244847416877747,Engage
video10_46_person11,1.0,0.779177318016688,Engage
video10_48_person15,0.833333,0.7344395170609156,Highly Engage
video10_48_person26,0.833333,0.7180100778738657,Engage
video10_48_person3,1.0,0.9154237608114878,Engage
video10_48_person5,1.0,0.9410820702711741,Engage
video10_49_person17,0.666667,0.5604230811198553,Engage
video10_49_person26,0.666667,0.6512976338466009,Engage
video10_51_person0,0.833333,0.6267725477615992,Engage
video10_51_person14,1.0,0.6300127704938253,Engage
video10_51_person30,1.0,0.7869056860605875,Engage
video10_52_person19,0.666667,0.5826496829589208,Disengage
video10_52_person27,0.833333,0.7306883732477824,Engage
video10_52_person30,1.0,0.831159919500351,Engage
video10_53_person27,0.833333,0.7676903307437897,Engage
video10_53_person30,1.0,0.8099198838075002,Engage
video10_54_person15,1.0,0.6141104698181152,Engage
video10_54_person7,0.833333,0.6214786817630132,Disengage
video10_55_person27,0.666667,0.6805167297522227,Engage
video10_59_person3,1.0,0.9418072402477264,Engage
video10_60_person9,0.5,0.6723485688368479,Disengage
video10_61_person10,1.0,0.7703897853692373,Engage
video10_61_person11,0.666667,0.6561184525489807,Engage
video10_61_person13,1.0,0.9656879802544912,Engage
video10_61_person7,0.833333,0.7281975746154785,Disengage
video10_63_person2,0.666667,0.6817222982645035,Disengage
video10_63_person23,0.833333,0.6809285283088684,Engage
video10_64_person26,1.0,0.7942665914694468,Engage
video10_64_person8,0.833333,0.6921688119570414,Engage
video10_65_person0,0.666667,0.5552968233823776,Engage
video10_65_person11,0.666667,0.5839631160100301,Engage
video10_65_person15,1.0,0.9343598981698354,Engage
video10_69_person18,0.666667,0.6902485489845276,Highly Engage
video10_6_person14,0.666667,0.587403396765391,Disengage
video10_6_person7,0.333333,0.6675306161244711,Disengage
video10_70_person2,1.0,0.7311210831006368,Engage
video10_70_person9,0.833333,0.698429266611735,Engage
video10_71_person15,1.0,0.8309812049070994,Engage
video10_72_person14,0.666667,0.6311721603075663,Disengage
video10_72_person7,1.0,0.885838786760966,Disengage
video10_73_person0,0.5,0.5256718248128891,Engage
video10_73_person1,0.666667,0.7658015787601471,Engage
video10_73_person3,1.0,0.9233613709608713,Engage
video10_74_person15,0.5,0.6276255448659261,Disengage
video10_75_person10,1.0,0.7912070155143738,Engage
video10_75_person11,0.833333,0.5976838022470474,Engage
video10_75_person27,0.833333,0.76653653383255,Engage
