clip_id,agreement_rate,mean_confidence,majority_label
first_quarter_0004_10s,0.5,0.6807493468125662,Engage
first_quarter_0006_10s,0.5,0.6332534154256185,Disengage
first_quarter_0009_10s,0.5,0.7495736628770828,Disengage
first_quarter_0010_10s,0.5,0.6857469230890274,Engage
first_quarter_0011_10s,0.333333,0.6802757680416107,Disengage
first_quarter_0013_10s,0.5,0.7558671136697134,Disengage
first_quarter_0014_10s,0.666667,0.6601378371318182,Engage
first_quarter_0015_10s,0.666667,0.7233178913593292,Disengage
first_quarter_0016_10s,0.5,0.6899796277284622,Disengage
first_quarter_0018_10s,0.666667,0.6678409725427628,Disengage
first_quarter_0019_10s,0.333333,0.7367236465215683,Disengage
first_quarter_0020_10s,0.5,0.6511424829562505,Disengage
first_quarter_0025_10s,0.5,0.7193727691968282,Engage
first_quarter_0027_10s,0.666667,0.6984871923923492,Disengage
first_quarter_0031_10s,0.666667,0.7754407227039337,Engage
first_quarter_0032_10s,0.5,0.6878568728764852,Disengage
first_quarter_0038_10s,0.666667,0.8181858460108439,Disengage
first_quarter_0039_10s,0.5,0.7360754410425822,Highly Engage
first_quarter_0041_10s,0.333333,0.7472923199335734,Disengage
first_quarter_0042_10s,0.333333,0.6931849668423334,Disengage
first_quarter_0044_10s,0.333333,0.6964106460412344,Disengage
first_quarter_0048_10s,0.5,0.7202840695778528,Engage
first_quarter_0049_10s,0.5,0.6106050908565521,Disengage
first_quarter_0058_10s,0.333333,0.6596791297197342,Disengage
first_quarter_0059_10s,0.5,0.6907678892215093,Engage
first_quarter_0061_10s,0.5,0.7062793920437495,Highly Disengage
first_quarter_0062_10s,0.5,0.7065615554650625,Disengage
first_quarter_0072_10s,0.666667,0.7028760313987732,Disengage
first_quarter_0134_10s,0.5,0.669733906785647,Engage
first_quarter_0135_10s,0.5,0.6662143270174662,Disengage
first_quarter_0139_10s,0.333333,0.6983525604009628,Disengage
first_quarter_0143_10s,0.5,0.7162081251541773,Disengage
first_quarter_0148_10s,0.666667,0.7316730618476868,Disengage
first_quarter_0151_10s,0.333333,0.7575167516867319,Disengage
first_quarter_0152_10s,0.5,0.7268328169981638,Highly Engage
first_quarter_0156_10s,0.5,0.648702989021937,Disengage
first_quarter_0157_10s,0.5,0.7214993834495544,Highly Engage
first_quarter_0163_10s,0.666667,0.7103429933389028,Disengage
first_quarter_0164_10s,0.5,0.7482610990603765,Highly Engage
first_quarter_0169_10s,0.5,0.6548967411120733,Disengage
first_quarter_0173_10s,0.5,0.7145684609810511,Disengage
first_quarter_0179_10s,0.666667,0.6495107958714167,Disengage
first_quarter_0182_10s,0.5,0.6629733741283417,Disengage
first_quarter_0185_10s,0.333333,0.647394468386968,Engage
first_quarter_0186_10s,0.666667,0.6216461112101873,Disengage
first_quarter_0187_10s,0.666667,0.7020378808180491,Engage
first_quarter_0193_10s,0.5,0.7204294304052988,Engage
first_quarter_0194_10s,0.5,0.6636719604333242,Disengage
first_quarter_0208_10s,0.5,0.6871644010146459,Disengage
first_quarter_0211_10s,0.5,0.6118068695068359,Highly Engage
first_quarter_0213_10s,0.666667,0.6560464948415756,Disengage
first_quarter_0214_10s,0.666667,0.6309368759393692,Disengage
first_quarter_0217_10s,0.666667,0.7103136479854584,Disengage
first_quarter_0218_10s,0.5,0.737497682372729,Disengage
first_quarter_0219_10s,0.666667,0.7364120135704676,Disengage
first_quarter_0222_10s,0.666667,0.6248150765895844,Engage
first_quarter_0228_10s,0.5,0.6952996850013733,Disengage
first_quarter_0229_10s,0.333333,0.6688526123762131,Disengage
first_quarter_0230_10s,0.5,0.8209492762883505,Disengage
first_quarter_0231_10s,0.5,0.6468380739291509,Engage
first_quarter_0235_10s,0.5,0.6745572288831075,Disengage
first_quarter_0237_10s,0.333333,0.6503743479649226,Engage
first_quarter_0238_10s,0.333333,0.7300383349259695,Engage
first_quarter_0244_10s,0.666667,0.6441553781429926,Engage
first_quarter_0246_10s,0.333333,0.7265302191178004,Disengage
first_quarter_0247_10s,0.5,0.7752501169840494,Disengage
first_quarter_0250_10s,0.833333,0.6200746397177378,Disengage
first_quarter_0252_10s,0.666667,0.7388684948285421,Disengage
first_quarter_0255_10s,0.333333,0.6590682069460551,Disengage
first_quarter_0259_10s,0.5,0.6431646893421809,Disengage
first_quarter_0260_10s,0.5,0.6604548891385397,Disengage
first_quarter_0261_10s,0.666667,0.6925046692291895,Disengage
first_quarter_0263_10s,0.333333,0.6238703032334646,Disengage
fourth_quarter_0001_10s,0.5,0.6982408116261164,Disengage
fourth_quarter_0003_10s,0.5,0.6534723887840906,Engage
fourth_quarter_0004_10s,0.333333,0.5506221751372019,Disengage
fourth_quarter_0005_10s,0.5,0.7053893754879633,Disengage
fourth_quarter_0006_10s,0.5,0.6882184445858002,Engage
fourth_quarter_0007_10s,0.333333,0.6673410932223002,Disengage
fourth_quarter_0009_10s,0.666667,0.6130087276299795,Disengage
fourth_quarter_0010_10s,0.333333,0.6626590043306351,Disengage
fourth_quarter_0011_10s,0.5,0.7054485181967417,Disengage
fourth_quarter_0013_10s,0.666667,0.6964629888534546,Disengage
fourth_quarter_0016_10s,0.5,0.7130416532357534,Disengage
fourth_quarter_0019_10s,0.666667,0.5410949935515722,Disengage
fourth_quarter_0020_10s,0.5,0.6563903590043386,Disengage
fourth_quarter_0021_10s,0.333333,0.6955194771289825,Disengage
fourth_quarter_0022_10s,0.5,0.7628366748491923,Disengage
fourth_quarter_0023_10s,0.666667,0.7015399038791656,Engage
fourth_quarter_0024_10s,0.666667,0.729383741815885,Highly Engage
fourth_quarter_0026_10s,0.666667,0.6870787143707275,Engage
fourth_quarter_0028_10s,0.5,0.7351095825433731,Highly Engage
fourth_quarter_0030_10s,0.333333,0.6407427241404852,Disengage
fourth_quarter_0031_10s,0.333333,0.5463982373476028,Engage
fourth_quarter_0032_10s,0.666667,0.70889779428641,Disengage
fourth_quarter_0033_10s,0.833333,0.6380682488282522,Disengage
fourth_quarter_0034_10s,0.333333,0.7127851247787476,Disengage
fourth_quarter_0035_10s,0.5,0.5774249782164892,Disengage
fourth_quarter_0036_10s,0.666667,0.5491524736086527,Highly Engage
fourth_quarter_0038_10s,0.5,0.6981164415677389,Highly Engage
fourth_quarter_0047_10s,0.5,0.528623233238856,Engage
fourth_quarter_0048_10s,0.5,0.6414645612239838,Highly Disengage
fourth_quarter_0050_10s,0.5,0.7369386305411657,Engage
