clip_id,agreement_rate,mean_confidence,majority_label
first_quarter_0004_10s,0.666667,0.7663073043028513,Disengage
first_quarter_0006_10s,0.666667,0.7761303385098776,Disengage
first_quarter_0009_10s,0.5,0.7682137389977773,Highly Engage
first_quarter_0010_10s,0.5,0.7768519719441732,Disengage
first_quarter_0011_10s,0.333333,0.7595255275567373,Disengage
first_quarter_0013_10s,0.5,0.717469389239947,Engage
first_quarter_0014_10s,0.5,0.7710689107577006,Disengage
first_quarter_0015_10s,0.5,0.7304048190514246,Disengage
first_quarter_0016_10s,0.5,0.7232173085212708,Disengage
first_quarter_0018_10s,0.5,0.7388881593942642,Engage
first_quarter_0019_10s,0.5,0.7529394129912058,Disengage
first_quarter_0020_10s,0.333333,0.7071333130200704,Disengage
first_quarter_0025_10s,0.5,0.7434001664320627,Disengage
first_quarter_0027_10s,0.666667,0.8172239462534586,Disengage
first_quarter_0031_10s,0.333333,0.7407119572162628,Disengage
first_quarter_0032_10s,0.5,0.7410530944665273,Disengage
first_quarter_0038_10s,0.333333,0.796758621931076,Disengage
first_quarter_0039_10s,0.5,0.7531497975190481,Disengage
first_quarter_0041_10s,0.333333,0.813238521416982,Disengage
first_quarter_0042_10s,0.333333,0.7063020567099253,Disengage
first_quarter_0044_10s,0.333333,0.7238219777743021,Disengage
first_quarter_0048_10s,0.5,0.7229124257961909,Disengage
first_quarter_0049_10s,0.5,0.738319014509519,Engage
first_quarter_0058_10s,0.5,0.7249776025613149,Engage
first_quarter_0059_10s,0.5,0.7641038497289022,Engage
first_quarter_0061_10s,0.5,0.8096317946910858,Disengage
first_quarter_0062_10s,0.5,0.7892420391241709,Engage
first_quarter_0072_10s,0.5,0.7275792409976324,Engage
first_quarter_0134_10s,0.5,0.7989632189273834,Disengage
first_quarter_0135_10s,0.333333,0.7458257228136063,Disengage
first_quarter_0139_10s,0.5,0.7927220662434896,Disengage
first_quarter_0143_10s,0.5,0.8151955505212148,Disengage
first_quarter_0148_10s,0.5,0.8205906748771667,Disengage
first_quarter_0151_10s,0.666667,0.7597506791353226,Disengage
first_quarter_0152_10s,0.666667,0.7386127809683481,Disengage
first_quarter_0156_10s,0.5,0.7292699466149012,Disengage
first_quarter_0157_10s,0.333333,0.72727998594443,Disengage
first_quarter_0163_10s,0.666667,0.8341754575570425,Disengage
first_quarter_0164_10s,0.666667,0.842834492524465,Highly Engage
first_quarter_0169_10s,0.666667,0.754513551791509,Disengage
first_quarter_0173_10s,0.666667,0.8020359575748444,Disengage
first_quarter_0179_10s,0.5,0.8042560120423635,Engage
first_quarter_0182_10s,0.666667,0.7404658198356628,Disengage
first_quarter_0185_10s,0.5,0.6432316700617472,Engage
first_quarter_0186_10s,0.5,0.6789127786954244,Disengage
first_quarter_0187_10s,0.5,0.7442098955313364,Engage
first_quarter_0193_10s,0.5,0.7496880143880844,Engage
first_quarter_0194_10s,0.5,0.7379749566316605,Engage
first_quarter_0208_10s,0.333333,0.7978567779064178,Disengage
first_quarter_0211_10s,0.5,0.7651710162560145,Engage
first_quarter_0213_10s,0.5,0.7250858793656031,Disengage
first_quarter_0214_10s,0.5,0.7705288132031759,Disengage
first_quarter_0217_10s,0.666667,0.7478517641623815,Disengage
first_quarter_0218_10s,0.5,0.7785289784272512,Engage
first_quarter_0219_10s,0.333333,0.6833024869362513,Disengage
first_quarter_0222_10s,0.666667,0.76556396484375,Engage
first_quarter_0228_10s,0.333333,0.7718483457962672,Disengage
first_quarter_0229_10s,0.5,0.7821657359600067,Disengage
first_quarter_0230_10s,0.5,0.7072152197360992,Disengage
first_quarter_0231_10s,0.666667,0.7667167832454046,Engage
first_quarter_0235_10s,0.5,0.7102636943260828,Disengage
first_quarter_0237_10s,0.333333,0.7441983272631963,Disengage
first_quarter_0238_10s,0.5,0.6857980340719223,Disengage
first_quarter_0244_10s,0.5,0.7338518549998602,Engage
first_quarter_0246_10s,0.5,0.7561147660017014,Disengage
first_quarter_0247_10s,0.5,0.7634834945201874,Disengage
first_quarter_0250_10s,0.5,0.748387798666954,Disengage
first_quarter_0252_10s,0.5,0.7585150251785914,Engage
first_quarter_0255_10s,0.5,0.7107635488112768,Engage
first_quarter_0259_10s,0.5,0.7762729128201803,Disengage
first_quarter_0260_10s,0.5,0.7810029437144598,Engage
first_quarter_0261_10s,0.333333,0.7112747033437093,Disengage
first_quarter_0263_10s,0.5,0.7444783250490824,Disengage
fourth_quarter_0001_10s,0.5,0.8233664035797119,Engage
fourth_quarter_0003_10s,0.833333,0.7532992313305537,Disengage
fourth_quarter_0004_10s,0.5,0.7799617697795233,Disengage
fourth_quarter_0005_10s,0.5,0.8107676009337107,Engage
fourth_quarter_0006_10s,0.5,0.7826035966475805,Disengage
fourth_quarter_0007_10s,0.5,0.7787832717100779,Engage
fourth_quarter_0009_10s,0.333333,0.8052486081918081,Disengage
fourth_quarter_0010_10s,0.5,0.77340600391229,Engage
fourth_quarter_0011_10s,0.666667,0.7927633921305338,Disengage
fourth_quarter_0013_10s,0.666667,0.7902773916721344,Disengage
fourth_quarter_0016_10s,0.5,0.6822430590788523,Engage
fourth_quarter_0019_10s,0.5,0.7221687237421671,Disengage
fourth_quarter_0020_10s,0.5,0.7328008065621058,Disengage
fourth_quarter_0021_10s,0.5,0.7234778056542078,Engage
fourth_quarter_0022_10s,0.5,0.7954011658827463,Engage
fourth_quarter_0023_10s,0.333333,0.7362833172082901,Disengage
fourth_quarter_0024_10s,0.333333,0.6936696718136469,Disengage
fourth_quarter_0026_10s,0.5,0.725877434015274,Disengage
fourth_quarter_0028_10s,0.5,0.7835778047641119,Engage
fourth_quarter_0030_10s,0.833333,0.7399311512708664,Disengage
fourth_quarter_0031_10s,0.5,0.7271462281545004,Disengage
fourth_quarter_0032_10s,0.5,0.8277048567930857,Disengage
fourth_quarter_0033_10s,0.5,0.7345549563566843,Disengage
fourth_quarter_0034_10s,0.5,0.7835080524285635,Engage
fourth_quarter_0035_10s,0.5,0.7172157615423203,Engage
fourth_quarter_0036_10s,0.5,0.6968626230955124,Disengage
fourth_quarter_0038_10s,0.666667,0.7757761031389236,Engage
fourth_quarter_0047_10s,0.5,0.8084998031457266,Engage
fourth_quarter_0048_10s,0.5,0.8546571234862009,Highly Disengage
fourth_quarter_0050_10s,0.5,0.7588882048924764,Engage
fourth_quarter_0051_10s,0.5,0.8082650204499563,Highly Engage
fourth_quarter_0052_10s,0.5,0.7776641547679901,Disengage
fourth_quarter_0053_10s,0.666667,0.8082274595896403,Disengage
fourth_quarter_0065_10s,0.5,0.7516998698314031,Engage
fourth_quarter_0066_10s,0.666667,0.8119335869948069,Disengage
fourth_quarter_0067_10s,0.5,0.802410900592804,Disengage
fourth_quarter_0068_10s,0.5,0.7923917671044668,Disengage
fourth_quarter_0069_10s,0.5,0.7781183272600174,Disengage
fourth_quarter_0070_10s,0.333333,0.7091977894306183,Engage
fourth_quarter_0071_10s,0.5,0.8093471924463908,Disengage
fourth_quarter_0072_10s,0.5,0.8199749489625295,Disengage
fourth_quarter_0073_10s,0.5,0.7662996004025141,Disengage
fourth_quarter_0074_10s,0.666667,0.742149606347084,Disengage
fourth_quarter_0075_10s,0.333333,0.7607600043217341,Disengage
fourth_quarter_0076_10s,0.5,0.7332997421423594,Engage
