clip_id,agreement_rate,mean_confidence,majority_label
first_quarter_0004_10s,0.666667,0.6924284895261129,Engage
first_quarter_0006_10s,0.833333,0.6483362764120102,Engage
first_quarter_0009_10s,0.666667,0.7581721345583597,Highly Engage
first_quarter_0010_10s,0.5,0.7272101938724518,Disengage
first_quarter_0011_10s,0.5,0.6234543919563293,Engage
first_quarter_0013_10s,0.5,0.727325846751531,Engage
first_quarter_0014_10s,0.666667,0.7263374725977579,Disengage
first_quarter_0015_10s,0.5,0.6812896331151327,Disengage
first_quarter_0016_10s,0.5,0.6525048116842905,Engage
first_quarter_0018_10s,0.833333,0.7760358452796936,Engage
first_quarter_0019_10s,0.5,0.5868049810330073,Engage
first_quarter_0020_10s,0.5,0.6820272157589594,Highly Engage
first_quarter_0025_10s,0.5,0.6514614323774973,Engage
first_quarter_0027_10s,0.666667,0.6265323807795843,Disengage
first_quarter_0031_10s,0.666667,0.6986071119705836,Engage
first_quarter_0032_10s,0.5,0.6480786750713984,Engage
first_quarter_0038_10s,0.333333,0.5878778795401255,Disengage
first_quarter_0039_10s,0.5,0.644983097910881,Disengage
first_quarter_0041_10s,0.5,0.7487647434075674,Engage
first_quarter_0042_10s,0.666667,0.6723971565564474,Engage
first_quarter_0044_10s,0.666667,0.5935397148132324,Engage
first_quarter_0048_10s,0.666667,0.7271788914998373,Engage
first_quarter_0049_10s,0.666667,0.6810275415579478,Engage
first_quarter_0058_10s,0.5,0.7351389328638712,Engage
first_quarter_0059_10s,0.666667,0.5759455213944117,Engage
first_quarter_0061_10s,0.333333,0.7047727704048157,Disengage
first_quarter_0062_10s,0.5,0.6595726807912191,Engage
first_quarter_0072_10s,0.666667,0.699955552816391,Engage
first_quarter_0134_10s,0.5,0.7183075944582621,Engage
first_quarter_0135_10s,0.666667,0.6944767087697983,Disengage
first_quarter_0139_10s,0.333333,0.6971734513839086,Disengage
first_quarter_0143_10s,0.666667,0.6196571240822474,Highly Disengage
first_quarter_0148_10s,0.5,0.7407349695761999,Engage
first_quarter_0151_10s,0.5,0.7217495789130529,Engage
first_quarter_0152_10s,0.5,0.6737888356049856,Engage
